wallet,token_address,sol_value
JEAq8rjy9tdSnjjgezPWP6617PkF3ddMzmBHg9XRSYKF,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,100.0
DCTKDUp91QF4s8XwgA6Y9zY2dCAUj4pnriyWnZ2b2okM,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,10.0
DEGDqmEfViMJ3EWT3tA4z8MzMTxvherqXBLjYBDz6rZm,CWFa2nxUMf5d1WwKtG9FS9kjUKGwKXWSjH8hFdWspump,13.0
5Rxow9CPbEV3YjUr8y9Xnf8T8R1bqWF8tDCfk5CD7GX6,CNyMaRR4krm1yAxfCvPXevNMArZZZk7sRqKwX68uCeJk,20.0
5hcekoM96yLZRvGL2YbdogtnUtdhJq8jfzZgFEVpqz66,4ZiYgt9nyPXvSfBWADGYHiWnTdnogrFgLTALdFWVpump,14.04
DZbeqB81K6XkF3QKFsQfAosBSqBDqUpBUiSVRrncUtn9,7hfP5T1rirsb1EhhLrRnsM8EN3FCaio7cmAwMdcypump,6.12
GDrWv3LvTQ9KthfTsdQBqThmchfseHdx7QKzFKyC71Y4,4eKpTh1XedMmDc41sTfYmGDtALQYYHZZyawdwPMPpump,40.0
3x7RRpiDX8jwQ7Q1542oA8FSCLNsvoq8zqrtScFqvCTm,9f6YJrR9jMjp7iKf9Jay5omRnorSjSEbvEAdoSkJpump,9.09
6Tt3gG7skYxDtDHddvXvtsggYeF5HpPdtwim7VG85FJ2,HWnTV2PMEgaW8CBmW8mRyVsPCWQs954amFt1Qq7ipump,15.0
6shJsCAtZC5dJ3QDhHK1XbtkG5khrmCVaVEucWSPUE9h,2AkzNQ23RafGboTrPxW9p4D4g4hpY71Jc1pgQ4Ycpump,10.0
3N1H4xZUWTLeFWhn69fR24KnugeYgGEz9uTxiscrnRH8,FuQASH8ps9NPeDu4h3rVtMBygKYoSiSTZ4uSiA5tpump,10.04
4vdaHQc2Ce9iHxvRfDCTaNUi8ZU8BYzrkqg25e5tTuw8,zAgSwaSC2XjeM545v4YT4ifMpnxkuEE1f8Fq2Ygpump,5.77
9dHTMYX6wFyPta3zb4VYo7th9mtYS9ysgJ5hUa8xq13,74ZnBs4M4q2icYPLKry6RDFhCEKwgYNZAqq5Hxjkpump,22.33
6zDZ32CKVCJVbD2vNLyNKYRWS2vqhdZ9B77FpAoV4kaB,88YxavkzLJWXdRtqfg54gANpmn8xQGSYed65dGuc8qH3,9.27
6J8p22Q8XfZnRSZHKvo1CK24bH8KDYxoTfuFUWnA1gpa,7JofsgKgD3MerQDa7hEe4dfkY3c3nMnsThZzUuYyTFpE,6.43
4pZzD9RutSZekCNUAu2srn5985NdNq5M9mKDY81rPYGR,jimBqijNp9yZwgMmxFaLECr5rFypPGZQNEqL9YU4UjT,20.59
7hDYFYF9PVVyEmDUdUzXFt5PCkmm9PrtpP6x9iHrLCHF,GgvFJw7eGMwVruF3kTYeuwiTGBx12buZxt6gG6FTpump,10.0
GoyDdZG1pYQCRPEZaNWdDsZK7QPDMPPUY1VVkXes4sRn,ZEUS1aR7aX8DFFJf5QjWj2ftDDdNTroMNGo8YoQm3Gq,21.6
78x7u7jwmSyRZYpKvknTsMaDzCSuYtRsiAvvzPDwLQ44,JCEAhbs5giqvXX1uNqkqTViUgkjbMFC6MWb8uL5opump,9.9
6Tt3gG7skYxDtDHddvXvtsggYeF5HpPdtwim7VG85FJ2,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,30.0
FRZj9fwsWictegkvC6aDeRZFWxa3mmFBhpKWwFHjBcoG,4j9bDg7iWNah1Qa61rrqwWZMtEdqV3fV56SzyhfNpump,40.5
77f8wdZZNVUdAaYDDHADLNu3NZSTd58Pv1TnCsqYW49K,H2c31USxu35MDkBrGph8pUDUnmzo2e4Rf4hnvL2Upump,25.0
CGMHhGbz391t4sGeNXjNEV3jHzWNvASZ8zum3fYpMVQ9,CWFa2nxUMf5d1WwKtG9FS9kjUKGwKXWSjH8hFdWspump,10.0
7hDYFYF9PVVyEmDUdUzXFt5PCkmm9PrtpP6x9iHrLCHF,SsKFgDPEqyzAM8nWPiiX7MGY7iNDTEX6DxRdxmkpump,10.0
6QkqUUdtaPJamPEmFJhB9LDL9n44aZjLPPKkChhQgxFf,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,105.0
GednEH4dgpdvTdUgDNHg4BAHLa5KPQojbcHSF6eg38JB,77RBCP95AFT9XRsx4xuGUHjBQsjcatGYCZ2VXx8Epump,21.0
HooderpigTVYapoXi6PQzxwtWhq3U1cuGvyu89fGjruY,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,104.48
DtNTgDCMtoXK6BjFWmCC5MShwfN7j3ESEd19mTrMKZpk,ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,8.39
A6TFxT5HzHQj4EMXp9REaMxe1zniHh7hMGNAAgHZjzfb,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,6.37
4JgC6qG1GFbZJsTKWNUtLy8mvwHqFmSpo1ZgcBsws13p,GF4mRrsd52LHBZ4Fj9ijEwHCnh7c2wTMwDKwZQqipump,9.0
HooderpigTVYapoXi6PQzxwtWhq3U1cuGvyu89fGjruY,q4zBcfNxnFGSgoqtP6rP615SwYYuCfe1S8rGSiNpump,14.93
z7S88wfh3mp97PCEdCne2B27nWv8u9rmS7i2CzbuUWr,zAgSwaSC2XjeM545v4YT4ifMpnxkuEE1f8Fq2Ygpump,23.89
Dya9k7Si9MoikbnwpGKFwDe3GXbnbf5E3EqEyb1QVQsk,FfYhzJ7j3rrs4m4i1wKy5Bz5aYW8mKEGq2rxChU3pump,10.0
HooderpigTVYapoXi6PQzxwtWhq3U1cuGvyu89fGjruY,6na4kYZGAfcdEmU8vds7m3i1JjpwEKPTTvyZkVtmpump,7.96
umpm5D6AD2gfGbEEojV7BFd4cuDUgLEeDajuJCkUxac,3RfQPYVJgJbwyB3BzqqypCEWWryxjTfFDAcXQsckpump,10.28
9KjFdM5F36rGXhHQY1tXg1ehqrL9pL5xSUeiZhwV58cs,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,9.46
4vh4tC6N7oJeACxVD5MYDa3rzSGfbsgu81jsBcbXMBTc,Dctsus1FAf1GUJ2mM1TeBL7k1Za7Xk9T34T5vRzvpump,20.0
4WBWf5RjpeZra6Qu889nDdn9BAiTr7KrUi8f4JoiVYqn,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,84.64
AxmbJ3RnvK332VSvN1EhhaRfgFSqxNRkJn7iyuzUBbFq,6d5zHW5B8RkGKd51Lpb9RqFQSqDudr9GJgZ1SgQZpump,20.0
FyKR7QpETzPgZ1TTdP1j54X8jHk9ceunXkjyzSUnuwPA,7JofsgKgD3MerQDa7hEe4dfkY3c3nMnsThZzUuYyTFpE,8.51
1Am9mKcQu8MJKzfMBG7JztZsrPaFPfUKh3BsDNe6LrW,88YxavkzLJWXdRtqfg54gANpmn8xQGSYed65dGuc8qH3,6.63
GbkyJGn6z2MKUCpd1HFPeN6ttbHppNbTBKZZV3i8yLGU,3B5wuUrMEi5yATD7on46hKfej3pfmd7t1RKgrsN3pump,11.12
6NBwd39pzYePpQKMoP9Yghg6usCvRJT2RPqT6dUk9QA5,wUtwjNmjCP9TTTtoc5Xn5h5sZ2cYJm5w2w44b79yr2o,8.27
DFCsk3eC8c4VLMSqzzBNBwPsb3jHh562GnnMwY3jRsck,9cS2vsANfgEp9urCeDbbmsT7Y9Ci4mMW6JQpnEe4VHGZ,14.62
F9tUtvGsjHpooegDjNbjcLRBD9pLvFB8dMkE8iQdpfcG,88YxavkzLJWXdRtqfg54gANpmn8xQGSYed65dGuc8qH3,10.33
71CPXu3TvH3iUKaY1bNkAAow24k6tjH473SsKprQBABC,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,20.0
FbhggX4ZuXrGJ1E6XFUQfjCk35jy8RSjPrCUBiBoxXnq,CQc7KZe9SvkrMXbRaehCT39HBiGgQFexVLSaoYsvP3Ue,16.96
GV3AfNTRz9Ratb4QxgDx7YzUM4aMNBaX3NDGy4o47F9o,CQc7KZe9SvkrMXbRaehCT39HBiGgQFexVLSaoYsvP3Ue,10.0
Gwmnx14fZqLEaRu7KL8SZt6cUbscwrXzoJMGnqoRtsoS,4j9bDg7iWNah1Qa61rrqwWZMtEdqV3fV56SzyhfNpump,25.0
CEBxYsY5wGXyMfPmh18CjPHXuwP96EYEhtf86neky8Jc,AT7JkqZSctTgAovmXXX3tvnfPexwhGucX79W1oSzpump,10.0
nNoD91dZKDjXFKbKQpW9YkGkRf6W2zxNh7Lraapazvs,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,9.5
xjczByprbGUnn89KRm62zv8cnDhSJhUuGDntuXf8gCq,FjTJCCQpLU4fpH58mN1bTQXiQsjJVYai3QYFjYqYpump,23.0
6FJET54Qmg56kdge3QTC3eHgWzm96trRj2FLTFxY3rVP,U237C8hKyZYL42TEtTv6JGtdwDr3pZaQeeWMCVVpump,6.0
9m26sN95Y8EzsHxc8hQxhuR5URobNqAq667sTcfQm8W4,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,8.2
H85Qp4zDMsHQLRBqVFmVwcKAPoRUQRTejW518T7ZrWMd,zAgSwaSC2XjeM545v4YT4ifMpnxkuEE1f8Fq2Ygpump,69.18
G1R2PDSTgi5Zwcx3dVXM33eetwerkxQRcag7bjtQ1ouP,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,9.37
J6jMwzssizRmjL6k7nzKY2J1tK2MCRy14Vf16BrRKDSg,9cS2vsANfgEp9urCeDbbmsT7Y9Ci4mMW6JQpnEe4VHGZ,20.0
C7T25UbWpFmgzhPemHEKKfM5BLJJbHE19ZA9ndzwXVH3,CefZxozhhxK88XPJoeWBczYSaBPd35tsKnziTH6Cpump,24.7
DFCsk3eC8c4VLMSqzzBNBwPsb3jHh562GnnMwY3jRsck,CQc7KZe9SvkrMXbRaehCT39HBiGgQFexVLSaoYsvP3Ue,32.9
2RKYZbDr4EQidAq8N7rdysQXTAp6LE8cxPjdKSsnWY24,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,5.68
9EL6T9ziknkm18KJ4PpKzZ4Bu4E4zbxQGajCATH6Cgw7,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,16.9
EcoPCGhzVtg7qJTGa8fdW7K7YC1u43nmc4SW41sPrbUF,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,99.15
5AqdZ5a1NoM4xMR8r2fXncJZVWa9wHZqyS6DAHtcaMBf,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,7.93
EZgZ3cnhjGjK3sU7ZHWakmAMwXUzYhu77d1ZUvBWjbzq,bGxHNbsacaVL35pkYWae5PYQDZXSpuQb3QDyW31pump,10.0
8NyY1xhWb1Q1FSXCZfhu7jjb8ACNshKgHfZsYTRDjmvF,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,5.4
J84pvUHUXAiw2EXtqhTvXKZFWKhEQa69dUJbfmLiH8ZG,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,72.36
4LKsQC8TAnMt223hk8jKc42wZdSeoUQAwAQFzPrBosgb,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,20.55
FA4sf42nHK3zrAga2wTxbRxiGdegsgy2dRHmwNWad7uf,Bz4MhmVRQENiCou7ZpJ575wpjNFjBjVBSiVhuNg1pump,13.84
43S5gbuHtC3UQxhdEzJpts1S1afmCqoGUEFx5iUhMznM,5cesMo17yM9z647BiazDPKZaTztzT3fVYKx7buC1Dd41,333.0
ATmKENkRrL1JQQnoUNAQvkiwgjiHKUkzyncxTGxyzQL1,51zudBR4NmATG35goida4dLQH5YPn9k8hVkLcizNpump,49.5
7G9mw36Uy4Nu6xZGo4m7AGUpjSZ1RPryKacTdMT1DUSm,7wM4MnbsPsG95A3WhZgbrPWvMtydKmJjqKr2ZVJVpump,20.0
2Fnz4vkm4DNGQ3Dxqqop9HGVfuPUWct4Xd87vAqr1geu,JB2wezZLdzWfnaCfHxLg193RS3Rh51ThiXxEDWQDpump,16.28
F2QvgnTCcERCtdCy1LZ8G6ZTCxCbRgVqQHZdeADU6xNq,5NmDofUfjrAydmLGRyXrbiYRDZ2LhvdEG3jLWHUTpump,23.57
4RbYyfZsj9zP6kXGY4MFbLTbKMujcCB9sptsgPcExgHa,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,50.0
HL8iKgN6DwGto4YuMAEbb4HT8jiTu5wsesW7JXjXYigU,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,7.0
BGFo1zmqLXydc4WAvvFc4pzZPPmpWKrZGnQ4GwBQiqJB,HeJUFDxfJSzYFUuHLxkMqCgytU31G6mjP4wKviwqpump,21.24
DHYFqZHAwoQ4WXf9Ww2QeUF7Bb53kHoYxmr88jc2uZf6,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,33.0
3zDoueY4CyFC8toyJcoRViKcViQV8GvpSzpTPF4Xiweu,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,40.0
4w3mkMCQZh6nAXGd7C2J4trCrQEAwTU7DigGov3jYYr6,4ZDFnVXL2ED9htVnLTNMwCwVttp8TbBJcwzFePZwpump,20.42
6hCLwG2mG7yaCjSfhNUARE7U1Ns3EQHf8hYsxK2Js5HP,5Dric53UpqaxpNep1zd4YvbyqJ2srB84HX4vTRmYmU9V,40.0
6hCLwG2mG7yaCjSfhNUARE7U1Ns3EQHf8hYsxK2Js5HP,Fgz5aeo6XBhCXRs87e7wHApixXXqTaAgTrFYPorHmdP2,40.0
CNKhiby6pMGXARkdYoZeShCZkB5gpHxPWwZA25DCtkc2,bozdUuCb2kdipxES9PzsYHmDVrf7FBTSW3p1CFBpump,40.0
5iBF5rATadifTuPBS1uR4XMvJemV7YrkCyN7DiUwHhpz,FfYhzJ7j3rrs4m4i1wKy5Bz5aYW8mKEGq2rxChU3pump,10.0
HMKrTy9MVjDZdhBcLkDQ4i7e2w6dJJ88EkbaXHJcryH3,2i4yVrkAH66ZekohRra989GoAaDWujVNUaiQFzDZpump,35.0
4ozXf82qz1fhSLqtn6z82Ppx7wXKeBDsMCi8aZWirXqN,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,5.6
6WWUwHV9dJ4mvm62J6kWjrxdqxtLPBtcPuwpfv9xu7cZ,AXNgt2tyXdoNR3VaXqtN8E91m9ZwKCJrVHAX6r7Dpump,9.9
4HwUKeLwmAvhfchzzDnA3ymaJFKY1ndyS913R9CSqBD8,62s62dddFyBaxwJuDC5z6K7xAsdBzNW59jVHgN9ZHPcp,441.21
9o9t1xsd4YNu9kceom7vhPkQSuDb1E2A4MwymorLrUBd,bobaM3u8QmqZhY1HwAtnvze9DLXvkgKYk3td3t8MLva,37.12
7cxzyzdrJyYKXXGAaLYFaLTFW4NfA55zFgrEYnCtugDE,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,43.0
3drY9kTvdcRXHEDUkqncyXAVqEnFLDHckiDPM7ApegmT,HB8KrN7Bb3iLWUPsozp67kS4gxtbA4W5QJX4wKPvpump,10.0
8vrPi9RxTYFPHM4uQBeC3CfM6WAXxhdzHanKnhmiFUtC,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,11.91
FV3XsftEGauc6YPRWJWB3ox4JKKUaGgPhqLWXRH15Yjx,EmhVWGUa2Q9PN4QjzFjvuVyzFKg4s3ERwjKR9dQDpump,10.34
H2gUJHq7toz84vvfSYjHtdvBj9HUKcwvGodJ8CBZeHw2,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,8.66
FTg1gqW7vPm4kdU1LPM7JJnizbgPdRDy2PitKw6mY27j,9hCxef5D9LGB8ctkXy73XYTvJJJxrPKP9wDnYs61pump,30.0
DHYFqZHAwoQ4WXf9Ww2QeUF7Bb53kHoYxmr88jc2uZf6,FfYhzJ7j3rrs4m4i1wKy5Bz5aYW8mKEGq2rxChU3pump,20.0
AQVBxfyseUrHRw2osb5cWjXbia56bDdQ2YFbugcKmACD,79yTpy8uwmAkrdgZdq6ZSBTvxKsgPrNqTLvYQBh1pump,40.0
F6UsE5AeTr8y75NdtYL8uf3aDZwuzeAD1Q29GXw3iPuU,B1rDN8tAAno3SAg1ZhESJGkkB1LnQ9pWx9oToFb3pump,10.0
6fuqyGtWbtx3FDMNbKv7wyqVQNxgvwmZWqrH1AVjSiDC,BX4X831xPAS2xYi7PQQyVrBvHWyftU53PVz1cPwLpump,41.78
Hi4X8KTcYQKNBmAnarHdXGv6dz4RSjCHZHoi3p6XifKz,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,49.5
F6UsE5AeTr8y75NdtYL8uf3aDZwuzeAD1Q29GXw3iPuU,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,90.0
BHm7V3tVuoNa3s1DJAcc9MngvEQjKM9KRz5YfM3eijXt,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,24.77
jdVivp8dxRPDFbSxQqEMcePEvWbG6Epo6YQJwYps9gn,HeJUFDxfJSzYFUuHLxkMqCgytU31G6mjP4wKviwqpump,5.36
F6UsE5AeTr8y75NdtYL8uf3aDZwuzeAD1Q29GXw3iPuU,3qq54YqAKG3TcrwNHXFSpMCWoL8gmMuPceJ4FG9npump,10.0
H3ULqKdSDvXAz1UKQYyfauoak7ZF8ubjQtL6yPKxLVn9,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,89.1
Fxxr4wj8MN5f3Dvxr85tPA59M3GpLtQ5q5to8VEY327g,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,24.75
6WWUwHV9dJ4mvm62J6kWjrxdqxtLPBtcPuwpfv9xu7cZ,5tZHKgJpnF1hsjSnQ5N9NA2c3S4QzaFw3uq2ARGspump,11.88
5C6iqVsA19nphVfhtfCUSq1DEHNfjSGTj7BBnjdoFgZd,Bu4tm4gdpFXWakMiTVSBtDp77Mia7tEe8cU4H23Vpump,25.0
G1TVaxpCJLnYXYBbi5rj2izPKzZJdiUvpFcBPU587oC,PzuaVAUH2tfxGZcbBR6kMxeJsBngnsPLFotGJNCtcsd,5.83
4WBrH5BqXA5h7ziXXDSyf2KFVLEJGURduxs5TqL1c5XE,2u98MM7DMtVmNG4iAKRNMtynjmkzgD6fXAzB3wVfhQvg,13.83
ATZ6KLW5z2iznBhMJogcowE3iTbDL3bLph4d4dwcFjvj,4eKpTh1XedMmDc41sTfYmGDtALQYYHZZyawdwPMPpump,41.18
Sc6XKPYoFVuiKhAUvSi9eHQDW477XxP8A4Ea8rqcg2T,BmK7xum1aqHGU3im28AgEGSYYFzpF18rGWxGyhqF2XJD,6.48
2PPZijB2BZG7DRuRYA7Qu54daBickwYgtfHXBNMv9B7n,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,20.0
5pPX5uZKkR4Q1Temm43zReKZ6tMrx1C8SexpH4o17s1c,EG1Y8goUGa7y4iRYRgLgwBmSHc4Lxc91qL35cdDNBiRc,14.92
Gjrs2PCZ8xLYsQ65iD3fkUN5hTHQSAaLGDHVVVgHPqUP,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,16.4
9pAGsc5QaKC9oR2p47GqAe4fdofut8uqFgRrYeBWR3sh,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,29.7
6hCLwG2mG7yaCjSfhNUARE7U1Ns3EQHf8hYsxK2Js5HP,mh6vN393uETu5tgeRqUwv77QXmbaGHp33TCX5JF1R8E,40.0
8U19wrtzN6BkBhxbM2YtUgCcXrDdyzdjwLNE9RfLfsJb,DwDtUqBZJtbRpdjsFw3N7YKB5epocSru25BGcVhfcYtg,49.33
2PPZijB2BZG7DRuRYA7Qu54daBickwYgtfHXBNMv9B7n,GBeRbFsD9trCxcXZR9SKPUDF7CV6CNM1ahoVcn44pump,10.0
D8mi2YA7GEoU49TQrPxxdtKHMtirpDgK2ZTe3jpcSUne,Bz4MhmVRQENiCou7ZpJ575wpjNFjBjVBSiVhuNg1pump,6.96
F6UsE5AeTr8y75NdtYL8uf3aDZwuzeAD1Q29GXw3iPuU,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,15.0
BHm7V3tVuoNa3s1DJAcc9MngvEQjKM9KRz5YfM3eijXt,7d7J9BPxqWwwAktWTWTSvBsXzMKfunuC786tTL3Zc1m7,22.8
34KPE4ynkaXuAUbVHuvZ7RS64ffQpANwHcGqXbK2J79Z,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,99.0
7SXQrQgiNc2pA2rtKzKHSpo7Se5kCprcrNzjdowceusd,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,123.12
CeBg9wnDAnJbA5ygdbk2YSy3Bb6BaedazvXYxudsJPhY,rizo34MUwbCBqpSTSfnEktdWB4CTByqqYh8zBxL3WAR,8.0
6AoYiuqUVL7r7JFKK7izy9UryUTj2ijUJatHqb1AN4Sg,bozdUuCb2kdipxES9PzsYHmDVrf7FBTSW3p1CFBpump,15.0
B3nPXcoRqJZma1aymixh6JAGsqMR7SYjFn7aajg7XB86,DwDtUqBZJtbRpdjsFw3N7YKB5epocSru25BGcVhfcYtg,58.48
8r3WKjyASS37uusf4NDXHKfDbKeVnTTsHoMA71kHSA7N,H2c31USxu35MDkBrGph8pUDUnmzo2e4Rf4hnvL2Upump,15.0
2EqTXm8ipXwym5FZionrbH6AndK9SnG4t1UWP3h86aBB,DkF9tvwawxNqoYtvChKpBcY4M8bhaWMEdLqADX5q8Y3L,20.0
